when may patients receive a chronic insomnia diagnosis?	['when insomnia symptoms persist for at least three times per week for at least three months']	107
how can poor-quality sleep affect physical activity?	['insufficient or poor-quality sleep can lead to lower levels of physical activity the following day.']	108
what are some common plotlines of dreams in children?	['confronting characters from fairy tales, although themes like falling, being chased, and car accidents are also common']	109
when do dreams tend to be more vivid?	['dreams experienced during rem sleep']	110
what are common daytime impairments of insomnia?	['fatigue and malaise, memory and concentration difficulties, mood disturbances and irritability, and behavioral problems such as hyperactivity and aggression']	111
how are mattresses typically categorized?	['by the materials in the support core']	112
how do you get sleep inertia?	['naps lasting longer than 30 minutes']	113
what positive effects does yoga have?	['improved mental and emotional health and stress, relief of some types of pain, weight loss, and improved sleep.']	114
what does leptin do?	['helping people feel full and recognize when to stop eating, this hormone can stimulate breathing']	115
when especially does sleep have important effects on growth?	['in early infancy.']	116
what cause coughing and a feeling of choking?	['when leaks of stomach acid rise to the mouth and throat']	117
what are the effects of eating later in the evening on your circadian rhythm?	['can disrupt your circadian rhythm and increase symptoms of sleep disorders such as obstructive sleep apnea.']	118
what effect does the use of a cpap machine have on covid-19 in osa patients?	['mitigate the risk for severe covid-19']	119
what should you do before using melatonin supplements for the first time?	['always read the instructions thoroughly']	120
what might doctors do if over-the-counter medications and supplements do not adequately lessen cfs/me symptoms?	['doctors might prescribe drugs for the disorder.']	121
how long does a standard mattress trial last?	['between 90 and 120 nights']	122
what are some potential treatment methods for night sweats?	['modifications to environment and behavior, cognitive behavioral therapy (cbt), and medication']	123
what is sleep apnea?	['a sleep-related breathing disorder']	124
what is the dunlop method?	['latex liquid is whipped and then placed in a mold for baking']	125
what does the support factor compare?	['how much force it takes to compress the materials to different degrees']	126
what can sleeping at any time be tied to?	['circadian rhythm disorders and narcolepsy']	127
what is the main advantage of egyptian cotton over tencel sheets?	['is easier to care for']	128
what is the profile of most mattresses?	['between 8 and 14 inches']	129
what is the cumulative dose effect of music?	"[""participants' sleep continued to improve over time, as long as they kept listening to music at bedtime""]"	130
what does a sleep record help identify?	['sleep disruptions and other factors that can influence sleep quality.']	131
how can being a caregiver impact sleep time?	['decrease time available for uninterrupted sleep.']	132
what do experts recommend for bedroom lighting?	['low color temperature lights in warm hues such as red, orange, and yellow']	133
who can help people with narcolepsy?	['online or in-person support groups']	134
what does dyssomnia cause?	['excessive sleepiness or difficulty falling and staying asleep']	135
how many males does osa affect?	['15-30%']	136
what may allow you to sleep on a mattress for a little longer before needing to buy a new one?	['adding a mattress topper']	137
how can coil-based mattresses produce less noise?	['if the coils are individually wrapped, or if the support core is muffled by a thick comfort system.']	138
why is identifying and treating sleep apnea important?	['since sleep apnea increases the risk of developing other health problems and impacts quality of life']	139
what can you do to help your toddler feel excited for the change?	['reading books about sleeping in bed']	140
what may be a suitable choice for those who appreciate an easy-to-clean fabric?	['cotton']	141
how do mads effectively treat osa?	['in addition to decreasing the number of lapses in breathing per night, these devices reduce snoring volume, snoring frequency, and daytime sleepiness.']	142
when do parents' sleep usually return to pre-pregnancy levels?	['often does not return to pre-pregnancy levels until the oldest child is six years old.']	143
why might one feel tired after drinking coffee?	['sleep deprivation, caffeine tolerance, dehydration, adenosine levels, blood sugar changes, or individual differences in caffeine metabolism']	144
what do companies often require the shopper do before allowing returns?	['use the bed during a mandatory break-in period']	145
what percentage of student athletes regularly report getting poor sleep?	['at least 42%']	146
how do you further align your spine?	['place a thin pillow beneath your pelvis, with the pillow positioned between your lower abdomen and mid-thigh']	147
how long should infants be placed to sleep in the supine (back) position?	['until they reach at least one year of age']	148
what can you do the sooner you receive a diagnosis of osa?	['the sooner you can start treatment and begin to find relief from your symptoms']	149
what type of pillows are intended to prevent or minimize neck pain by contouring to the head and neck to support the spine?	['typically made from polyfoam or memory foam, neck pillows']	150
what can a lack of sleep cause?	['poor diet quality and excessive body weight']	151
how are flippable mattresses designed?	['one side designed for infants and the other for toddlers']	152
why might natural sleep remedies be dangerous?	"[""a lack of research means that even experts don't fully understand the possible risks or the best or safest dosage.""]"	153
what can insomnia symptoms result from?	['behavioral factors, such as bedtime resistance or needing a parent to fall asleep after waking up at night']	154
what is a sore throat commonly caused by?	['a viral infection such as the common cold']	155
what does exercise shift?	['the internal clock']	156
why does it make sense that glycine supplements may be beneficial?	['glycine appears to affect sleep and pass the blood-brain barrier']	157
what are the best mattress options for back sleepers?	['hybrid, latex, foam, and airbed models']	158
how often do 1-year-olds wake up during the night?	['at least twice.']	159
what are the benefits of napping?	['several health benefits, such as strengthening the immune system, reducing cardiovascular disease risk, enhancing psychomotor skills and boosting work performance.']	160
when in pregnancy does sleep quality significantly decrease?	['between the second and third trimesters']	161
what can help ward off dehydration?	['drinking plenty of fluids on a warm day']	162
what frequently contributes to sleeping problems like insomnia?	['stress and anxiety, forms of mental hyperarousal']	163
what is acid reflux also known as?	['gastroesophageal reflux']	164
what is the role of the skin?	['to serve as a barrier and protect the body from foreign organisms and toxins']	165
what factors predispose pregnant women to sleep disordered breathing (sdb)?	['weight gain, along with hormonal and physiological changes']	166
when do siestas traditionally take place?	['after lunch in the midafternoon.']	167
what do sometimes parents mistakenly believe?	['blankets or bedding are okay if they are placed flat beneath the baby, rather than used to cover the baby.']	168
what may benefit people with night eating syndrome?	['light therapy, which uses a special lamp to mimic daylight and provide a dose of concentrated light in the morning.']	169
how can most pediatric sleep disorders be managed?	['behavioral changes, such as proper sleep hygiene and cognitive therapy.']	170
how can shift workers prepare for shift changes?	['by adjusting their sleep times.']	171
when do nightmares normally occur?	['during rem sleep']	172
what are the effects of experiencing hypnic jerks in relation to anxiety?	['some people who experience hypnic jerks frequently may even develop anxiety around sleep itself, which only increases their likelihood of experiencing sleep deprivation and more hypnic jerks.']	173
what is the leading cause of death for infants between the ages of 28 days and one year?	['sids']	174
what can interfere with a student's sleep schedule and leave them feeling tired in class the next day?	['early wake-up times, daylong course schedules, homework requirements, and extracurricular activities']	175
what aspect do mattresses perform slightly differently in despite similarities in construction and materials?	['ease of movement']	176
when should the possibility of a sleep disorder be explored for eds?	"[""if you don't have health or psychiatric problems that could be causing your eds""]"	177
how should my sleep-wake schedule be?	['maintaining a consistent sleep-wake schedule even on the weekends']	178
who does sleep deprivation lower endurance in?	['runners, cyclists, and weight lifters']	179
how do people often feel if they are suffering from significant dehydration?	['extremely tired, lethargic, or fatigued.']	180
what medical conditions is rls associated with?	"[""late-stage kidney disease, iron deficiency, neuropathy, multiple sclerosis, or parkinson's disease""]"	181
what are one of the most common treatments for insomnia?	['sleep medications']	182
what can interrupted or fragmented sleep contribute to?	['insomnia, sleep deprivation, daytime sleepiness, and the numerous other potential consequences of insufficient sleep']	183
what should you do if you are having trouble sleeping?	['consult your doctor about an appropriate exercises regimen']	184
what are the difference in daytime symptoms of sleep apnea between children and adults?	['adults are more likely to exhibit daytime sleepiness and fatigue, while children are more likely to show behavior issues such as difficulty concentrating and hyperactivity']	185
what could contribute to sagging in mattresses?	['defects in manufacturing or materials']	186
what is the recommended amount of daily sleep for teens?	['falls between eight and 10 hours']	187
what does ensuring you get sufficient sleep overall help with?	['get the deep sleep you need']	188
when do naps decrease in duration?	['between 1.5 and 4 years of age']	189
what should one do if they believe they might have obstructive sleep apnea?	"[""you could bring up the possibility of home sleep apnea testing at your next doctor's appointment.""]"	190
how does material composition impact loft?	['material composition can also impact loft since some materials sink more considerably than others.']	191
what is the most common symptom of osa?	['chronic snoring']	192
what can daylight saving time change?	['how our bodies use, interpret, and adjust to light.']	193
what indicates a baby is ready to start sleep training?	['if your baby starts to fall asleep on their own at night']	194
what is irregular sleep-wake rhythm disorder characterized by?	['fragmented sleep patterns that do not follow a normal 24-hour day-night cycle']	195
what are the benefits of nepap devices?	['reduced apnea events, better quality of life, and reduced snoring']	196
how can a doctor help improve nrem sleep?	['may be able to identify an underlying sleep disorder that could be interfering with nrem sleep']	197
what is getting sufficient undisturbed sleep critical for?	['feeling good and performing well']	198
what are sleep terrors sometimes called?	['night terrors']	199
what might short-term sleep extensions before important competitions lead to?	['a timely boost in performance']	200
what should you be sure to check before driving?	['the side effects of any new medications']	201
what is sleep regression?	['when babies seem to take a step backward in their sleep routines']	202
why do stomach and back sleepers need a firm mattress?	['to achieve good spinal alignment']	203
what percentage of young adults that casually use marijuana do so to help them sleep?	['around 70%']	204
why do many customers prefer natural sleep supplements as opposed to prescription sleep medications?	['they have fewer side effects than prescription sleep medications.']	205
what can you do to significantly extend a mattresses' life span?	['by rotating a mattress, swapping the foot and head of the bed, you can extend its lifespan significantly.']	206
how can pillows prevent neck pain?	['by keeping your head and spine properly aligned']	207
what does primary insomnia refer to?	['insomnia symptoms that occur independently']	208
what hue do both infants and adults show a preference for?	['blue hues']	209
what is the relationship between sleep and sex?	['evidence so far demonstrates that quality sleep can promote a better sex life, and a healthy sex life can facilitate improved sleep.']	210
how do pap machines deliver air to the patient?	['via a mask they wear over their nose (or nose and mouth)']	211
how should children take an active part in the bedtime routine?	['by brushing their own teeth and tidying up their bedroom before bed']	212
what does juice from the tart cherry appear to do?	['raise melatonin levels and increase the availability of tryptophan, an amino acid that may play a role in helping us fall asleep.']	213
what do the effects of the sunshine protection act vary based on?	['where you live']	214
why are cotton sheets not eco-friendly?	['cultivating the crop usually uses pesticides and a significant amount of water']	215
what is the treatment for hypercapnia?	['generally directed at treating the underlying problem']	216
how much should a blanket weigh for children to prevent the feeling of being trapped?	['the blanket may need to weigh less than 10% of their body weight']	217
what should you do before you start the repair?	['clean and dry the area around the leak']	218
what may recurring dreams be symptoms of?	['post-traumatic stress disorder (ptsd) and generalized anxiety disorder (gad)']	219
what does hypersomnolence refer to?	['feelings of sleepiness and fatigue during the day despite a healthy circadian rhythm and an adequate amount of sleep the previous night']	220
when should you talk to a health professional about nightmares?	"[""if nightmares are happening more than once a week or if they're affecting your mood and daytime activities.""]"	221
what is the most energy-intensive sleep stage?	['rapid eye movement (rem) sleep']	222
what strategies can strengthen sleep hygiene?	['having a consistent sleep schedule, avoiding excess caffeine, getting exposure to daylight, reducing noise and light in your bedroom, and developing a relaxing bedtime routine']	223
how often should you wash your blanket if you use it every day?	['every few weeks.']	224
how is memory foam made?	['by taking polyurethane and treating it with certain chemicals to increase its viscosity and density.']	225
what hormones regulate sleep wake cycles, hunger and stress?	['ghrelin, melatonin, cortisol, and thyroid-stimulating hormone']	226
what is rocking?	['a slow and gentle back-and-forth movement']	227
what sleeping orientation results in less sleep overall?	['east-west']	228
what is a way of lowering your risk of dvt while sleeping upright during a long trip?	['recline your seat if possible']	229
what is the gold standard treatment for osa?	['continuous positive airway pressure (cpap)']	230
who founded the first sleep clinic?	['stanford university']	231
what is the best treatment for a particular nosebleed dependent upon?	['how severely the nose is bleeding and where it is bleeding from.']	232
what is brumation?	['a state of reduced activity and metabolism in reptiles']	233
how thick are mattress toppers?	['anywhere from 1 to 4 inches thick']	234
what health conditions can contribute to excessive sleepiness?	"[""anemia, depression, fibromyalgia, chronic kidney disease, liver disease, chronic obstructive pulmonary disease (copd), diabetes, hypothyroidism, congestive heart failure, vitamin deficiency (b12), addison's disease, adrenal insufficiency, or allergic rhinitis""]"	235
what can oxidative stress promote?	['systemic inflammation, as well as neurochemical and physiological reactions that increase the risk of heart disease.']	236
what nutrients does kiwifruit possess?	['numerous vitamins and minerals, most notably vitamins c and e as well as potassium and folate']	237
why does vigorous exercise within one hour of bedtime affect sleep quality?	"[""doesn't allow time for core body temperature to cool""]"	238
what is doxylamine?	['a first-generation antihistamine that can produce sedative effects.']	239
what may babies be more sensitive to as their physical abilities and mental and environmental awareness increases?	['overstimulation, separation anxiety, or other disturbances that can affect their sleep.']	240
what does mindfulness help patients manage?	['anger, worry, anxiety, and depression']	241
what are researchers and public health experts increasingly viewing good sleep as a potential form of prevention of?	"[""dementia and alzheimer's disease""]"	242
what are your pillows likely to absorb and retain?	['sweat, oils, and dead skin cells from your face and hair']	243
what is the aim of treatment for non-24-hour sleep-wake disorder (n24swd)	['establish a 24-hour sleep-wake cycle, or entrain (synchronize) the circadian rhythm']	244
why do people with sleep apnea have trouble breathing throughout the night?	['because their airway becomes obstructed.']	245
what effect can a bath between 104.5 and 106 degrees fahrenheit, before bed, have on blood pressure?	['a bath between about 104.5 and 106 degrees fahrenheit lowered blood pressure before and during sleep, especially when taken less than an hour before bedtime.']	246
what does sleep loss promote?	['inflammation in the body and affects lung function, increasing the chances of an asthma attack.']	247
when do experts recommend avoiding exercise?	['at least 2 hours before bed']	248
how long does chronic insomnia last?	['longer than a month']	249
what can sleeping in your lenses occasionally, or by accident increase your risk of?	['infection']	250
what do mattress types offered by nectar and layla include?	['all-foam mattresses with high-density polyfoam bases, as well as hybrid models with innerspring support cores.']	251
what can losing sleep affect and increase?	['our thoughts and emotions and increases the long-term risk of mental and physical health issues']	252
what is the central feature of an innerspring mattress?	['its coil-based construction.']	253
how many times a day does the average person yawn?	['up to 28 times per day']	254
how many hours of sleep deprivation affects sleepwalking events?	['25 hours of sleep deprivation']	255
how thick are most comfort systems?	['1 to 4 inches thick.']	256
what do many pregnant women experience in the third trimester?	['vivid, disturbing dreams that can further impair sleep quality']	257
where are orexins produced?	['in a part of the brain called the hypothalamus']	258
how many parasomnias like night terrors will persist past adolescence?	['one study describes that only 4% of parasomnias like night terrors will persist past adolescence.']	259
what does sleep play a major role in?	['memory, learning, appetite, mood, and decision-making']	260
how does cpap therapy work?	['works by delivering pressurized air to your nose and mouth']	261
what may you start to develop if you frequently experience hypnic jerks?	['fear or anxiety about going to sleep']	262
why is beige a popular color for workplace walls?	['because it is seen as less distracting than brighter colors']	263
how many stages of sleep are there?	['there are four stages of sleep']	264
what can conditions like graves' disease cause?	['hyperthyroidism']	265
what is the bmr?	['the basal metabolic rate refers to the energy needed for essential functions such as breathing, circulation, temperature regulation, and cellular growth and repair']	266
what can insufficient and fragmented sleep cause?	['can exacerbate conditions like depression and anxiety.']	267
how many high school students in the unites states fall short on sleep?	['73%']	268
why do sateen weaves have higher average thread counts?	['tighter than many alternatives']	269
what sleep disorder is more likely to diagnosed in men?	['obstructive sleep apnea, a sleep disorder that causes fragmented sleep due to lapses in breathing.']	270
how do stress and anxiety impact sleep?	"[""can keep a person's mind racing and make them feel unable to relax and settle into quality sleep.""]"	271
what happens if even after practicing healthy sleep hygiene, your child is still feeling sleepy or having trouble falling asleep or staying asleep at night?	['visit a doctor to see if they have a sleep condition']	272
what does fasting increase?	['production of orexin-a, a neurotransmitter tied to alertness.']	273
how did total sleep times during a full moon change?	['reduced by 25 minutes']	274
who is brown noise most useful for?	['reducing symptoms experienced by people who have ringing in their ears']	275
what do we do to prevent movement or shaking unrelated to the mattress itself?	['we reinforce the base of the bed']	276
what do doctors recommend to treat osa?	['lifestyle changes such as dietary adjustments, smoking cessation, and weight loss']	277
when should pregnant women avoid sleeping on their backs?	['starting around week 16']	278
why do side sleepers, in particular, tend to prefer foam beds?	['as they often do a better job of conforming to the shape of the body.']	279
what is density calculated using?	['dimensions and weight statistics.']	280
what issue have innovations in memory foam technology tried to address?	['generally retain heat more than other types of mattress.']	281
what is human nutrition composed of?	['macronutrients, vitamins, and minerals']	282
what might hypnotherapy do?	['encourage a person to feel less anxious about falling asleep or to follow a more consistent sleep schedule']	283
what is fibromyalgia characterized by?	['widespread feelings of pain and stiffness in the muscles and joints.']	284
what does exposure to light at night disrupt?	['melatonin production']	285
when is it common for people with narcolepsy to experience an intense need for sleep?	['at inopportune times.']	286
what does the mslt measure?	['how long it takes a person to fall asleep during daytime nap opportunities']	287
how many hours of sleep may an infants aged 4 to 11 month require?	['up to 15 hours.']	288
how do adolescents feel when they experience a circadian shift?	['they naturally feel tired later.']	289
how much sleep should teenagers catch up on over weekends?	['maximum two hours.']	290
what physical symptoms are detected after waking up?	['heart rate changes or sweating']	291
what are neurotransmitters?	['chemicals that send signals within the nervous system to activate or deactivate certain cells']	292
what can stress and anxiety related to the pandemic lead to?	['sleep loss and feelings of daytime fatigue']	293
what are the effects of music on sleep?	['decrease the time it takes to fall asleep, improve self-reported sleep quality, and increase the proportion of deep sleep']	294
what should you do if you think exercise is keeping you up?	['switch your exercise routine to the morning to see if that helps']	295
what can side sleeping lead to?	['soreness or tightness in your shoulders']	296
what should be considered when replacing a mattress?	['your sleep position, body weight, and other personal sleep preferences.']	297
where do holes most often develop in air mattresses?	['along the seams and surrounding the valve']	298
what does rem phenomena include?	['sleep paralysis, out-of-body experiences, and lucid dreaming.']	299
how can i manage the effects of dspd and even alter my sleep and wake times?	['consistent attention to sleep hygiene and use of other treatments']	300
what should you do to prepare for your visit to the doctor?	['consider tracking your sleep symptoms for a few weeks before your appointment']	301
what is a major predictor for diabetes?	['obesity']	302
what did an analysis of 45 studies of maxillomandibular advancement surgery find?	['the procedure was considered a success in nearly 86% of people and cured osa altogether in 39% of those who received it.']	303
what are the possible causes of sundowning?	['circadian rhythm changes that occur in dementia, as well as fatigue, depression, and pain']	304
what is the circadian rhythm?	['a 24-hour cycle']	305
what information needs to be provided in the claims process?	['about the mattress defect.']	306
what is sleep talking a type of?	['parasomnia.']	307
what is the requirement for diagnosis of a sleep apnea headache?	['a person must have a diagnosis of osa with an ahi of 5 or higher']	308
what devices can interfere with sleep?	['smartphones, tablets, and tvs']	309
what is a way to find a sleep specialist?	['to reach out to your friends and family for their personal referrals.']	310
what is the number of u.s. households that own an rv to use recreationally or as a primary residence?	['estimated 9 million']	311
what does ease of movement refer to?	['how much effort is necessary to move around on a mattress.']	312
what does an anti-snoring mouthpiece help hold?	['your tongue or jaw in a stable position']	313
how does your body temperature change prior to waking up?	['your body temperature will gradually return to its normal level.']	314
who are weighted blankets most beneficial for?	['those with autism, anxiety, depression, and attention deficit hyperactivity disorder (adhd).']	315
what has been identified as a potential cause of night sweats among men?	['hormones can also play a role in night sweats among men, as low testosterone levels have been identified as a potential cause.']	316
what occurs during microsleep?	['much of the brain that becomes deactivated during sleep remains activated, including areas of the brain dedicated to staying awake.']	317
when does sleep talking occur?	['during nrem or rem sleep']	318
what is snoring correlated with in pregnancy?	['high blood pressure and preeclampsia']	319
what does idzikowski say starfish sleepers value?	['friendship']	320
what can allergy treatment help do?	['open up your sinuses and enable you to breathe more through your nose, instead of your mouth']	321
what is pacifiers useful for?	"[""strengthening your baby's sucking reflexes""]"	322
what does intermittent fasting involve?	['abstaining from eating, either for certain hours each day or certain days each week.']	323
what is lavender a type of?	['natural sleep aid']	324
what type of mattress models often squeak more as they get older?	['innerspring and hybrid']	325
what can reduce the occurrence of microsleeps?	['catching up on sleep']	326
what plays a role in fabric durability?	['the fabric, weave, and thread count']	327
what is the recommended amount of sleep for a child dependent on?	['their age.']	328
why is n24swd often misdiagnosed as another sleep disorder in sighted people?	['symptoms manifest as generic daytime sleepiness and nighttime insomnia']	329
