when may patients receive a chronic insomnia diagnosis?	['when insomnia symptoms persist for at least three times per week for at least three months']	107
how can poor-quality sleep affect physical activity?	['insufficient or poor-quality sleep can lead to lower levels of physical activity the following day.']	108
what are some common plotlines of dreams in children?	['confronting characters from fairy tales, although themes like falling, being chased, and car accidents are also common']	109
when do dreams tend to be more vivid?	['dreams experienced during rem sleep']	110
what are common daytime impairments of insomnia?	['fatigue and malaise, memory and concentration difficulties, mood disturbances and irritability, and behavioral problems such as hyperactivity and aggression']	111
how are mattresses typically categorized?	['by the materials in the support core']	112
how do you get sleep inertia?	['naps lasting longer than 30 minutes']	113
what positive effects does yoga have?	['improved mental and emotional health and stress, relief of some types of pain, weight loss, and improved sleep.']	114
what does leptin do?	['helping people feel full and recognize when to stop eating, this hormone can stimulate breathing']	115
when especially does sleep have important effects on growth?	['in early infancy.']	116
what cause coughing and a feeling of choking?	['when leaks of stomach acid rise to the mouth and throat']	117
what are the effects of eating later in the evening on your circadian rhythm?	['can disrupt your circadian rhythm and increase symptoms of sleep disorders such as obstructive sleep apnea.']	118
what effect does the use of a cpap machine have on covid-19 in osa patients?	['mitigate the risk for severe covid-19']	119
what should you do before using melatonin supplements for the first time?	['always read the instructions thoroughly']	120
what might doctors do if over-the-counter medications and supplements do not adequately lessen cfs/me symptoms?	['doctors might prescribe drugs for the disorder.']	121
how long does a standard mattress trial last?	['between 90 and 120 nights']	122
what are some potential treatment methods for night sweats?	['modifications to environment and behavior, cognitive behavioral therapy (cbt), and medication']	123
what is sleep apnea?	['a sleep-related breathing disorder']	124
what is the dunlop method?	['latex liquid is whipped and then placed in a mold for baking']	125
what does the support factor compare?	['how much force it takes to compress the materials to different degrees']	126
what can sleeping at any time be tied to?	['circadian rhythm disorders and narcolepsy']	127
what is the main advantage of egyptian cotton over tencel sheets?	['is easier to care for']	128
what is the profile of most mattresses?	['between 8 and 14 inches']	129
what is the cumulative dose effect of music?	"[""participants' sleep continued to improve over time, as long as they kept listening to music at bedtime""]"	130
what does a sleep record help identify?	['sleep disruptions and other factors that can influence sleep quality.']	131
how can being a caregiver impact sleep time?	['decrease time available for uninterrupted sleep.']	132
what do experts recommend for bedroom lighting?	['low color temperature lights in warm hues such as red, orange, and yellow']	133
who can help people with narcolepsy?	['online or in-person support groups']	134
what does dyssomnia cause?	['excessive sleepiness or difficulty falling and staying asleep']	135
how many males does osa affect?	['15-30%']	136
what may allow you to sleep on a mattress for a little longer before needing to buy a new one?	['adding a mattress topper']	137
how can coil-based mattresses produce less noise?	['if the coils are individually wrapped, or if the support core is muffled by a thick comfort system.']	138
why is identifying and treating sleep apnea important?	['since sleep apnea increases the risk of developing other health problems and impacts quality of life']	139
what can you do to help your toddler feel excited for the change?	['reading books about sleeping in bed']	140
what may be a suitable choice for those who appreciate an easy-to-clean fabric?	['cotton']	141
how do mads effectively treat osa?	['in addition to decreasing the number of lapses in breathing per night, these devices reduce snoring volume, snoring frequency, and daytime sleepiness.']	142
when do parents' sleep usually return to pre-pregnancy levels?	['often does not return to pre-pregnancy levels until the oldest child is six years old.']	143
why might one feel tired after drinking coffee?	['sleep deprivation, caffeine tolerance, dehydration, adenosine levels, blood sugar changes, or individual differences in caffeine metabolism']	144
what do companies often require the shopper do before allowing returns?	['use the bed during a mandatory break-in period']	145
what percentage of student athletes regularly report getting poor sleep?	['at least 42%']	146
how do you further align your spine?	['place a thin pillow beneath your pelvis, with the pillow positioned between your lower abdomen and mid-thigh']	147
how long should infants be placed to sleep in the supine (back) position?	['until they reach at least one year of age']	148
what can you do the sooner you receive a diagnosis of osa?	['the sooner you can start treatment and begin to find relief from your symptoms']	149
what type of pillows are intended to prevent or minimize neck pain by contouring to the head and neck to support the spine?	['typically made from polyfoam or memory foam, neck pillows']	150
what can a lack of sleep cause?	['poor diet quality and excessive body weight']	151
how are flippable mattresses designed?	['one side designed for infants and the other for toddlers']	152
why might natural sleep remedies be dangerous?	"[""a lack of research means that even experts don't fully understand the possible risks or the best or safest dosage.""]"	153
what can insomnia symptoms result from?	['behavioral factors, such as bedtime resistance or needing a parent to fall asleep after waking up at night']	154
what is a sore throat commonly caused by?	['a viral infection such as the common cold']	155
what does exercise shift?	['the internal clock']	156
why does it make sense that glycine supplements may be beneficial?	['glycine appears to affect sleep and pass the blood-brain barrier']	157
what are the best mattress options for back sleepers?	['hybrid, latex, foam, and airbed models']	158
how often do 1-year-olds wake up during the night?	['at least twice.']	159
what are the benefits of napping?	['several health benefits, such as strengthening the immune system, reducing cardiovascular disease risk, enhancing psychomotor skills and boosting work performance.']	160
when in pregnancy does sleep quality significantly decrease?	['between the second and third trimesters']	161
what can help ward off dehydration?	['drinking plenty of fluids on a warm day']	162
what frequently contributes to sleeping problems like insomnia?	['stress and anxiety, forms of mental hyperarousal']	163
what is acid reflux also known as?	['gastroesophageal reflux']	164
what is the role of the skin?	['to serve as a barrier and protect the body from foreign organisms and toxins']	165
what factors predispose pregnant women to sleep disordered breathing (sdb)?	['weight gain, along with hormonal and physiological changes']	166
when do siestas traditionally take place?	['after lunch in the midafternoon.']	167
what do sometimes parents mistakenly believe?	['blankets or bedding are okay if they are placed flat beneath the baby, rather than used to cover the baby.']	168
what may benefit people with night eating syndrome?	['light therapy, which uses a special lamp to mimic daylight and provide a dose of concentrated light in the morning.']	169
how can most pediatric sleep disorders be managed?	['behavioral changes, such as proper sleep hygiene and cognitive therapy.']	170
how can shift workers prepare for shift changes?	['by adjusting their sleep times.']	171
when do nightmares normally occur?	['during rem sleep']	172
what are the effects of experiencing hypnic jerks in relation to anxiety?	['some people who experience hypnic jerks frequently may even develop anxiety around sleep itself, which only increases their likelihood of experiencing sleep deprivation and more hypnic jerks.']	173
what is the leading cause of death for infants between the ages of 28 days and one year?	['sids']	174
what can interfere with a student's sleep schedule and leave them feeling tired in class the next day?	['early wake-up times, daylong course schedules, homework requirements, and extracurricular activities']	175
what aspect do mattresses perform slightly differently in despite similarities in construction and materials?	['ease of movement']	176
when should the possibility of a sleep disorder be explored for eds?	"[""if you don't have health or psychiatric problems that could be causing your eds""]"	177
how should my sleep-wake schedule be?	['maintaining a consistent sleep-wake schedule even on the weekends']	178
who does sleep deprivation lower endurance in?	['runners, cyclists, and weight lifters']	179
how do people often feel if they are suffering from significant dehydration?	['extremely tired, lethargic, or fatigued.']	180
what medical conditions is rls associated with?	"[""late-stage kidney disease, iron deficiency, neuropathy, multiple sclerosis, or parkinson's disease""]"	181
what are one of the most common treatments for insomnia?	['sleep medications']	182
what can interrupted or fragmented sleep contribute to?	['insomnia, sleep deprivation, daytime sleepiness, and the numerous other potential consequences of insufficient sleep']	183
what should you do if you are having trouble sleeping?	['consult your doctor about an appropriate exercises regimen']	184
what are the difference in daytime symptoms of sleep apnea between children and adults?	['adults are more likely to exhibit daytime sleepiness and fatigue, while children are more likely to show behavior issues such as difficulty concentrating and hyperactivity']	185
what could contribute to sagging in mattresses?	['defects in manufacturing or materials']	186
what is the recommended amount of daily sleep for teens?	['falls between eight and 10 hours']	187
what does ensuring you get sufficient sleep overall help with?	['get the deep sleep you need']	188
when do naps decrease in duration?	['between 1.5 and 4 years of age']	189
what should one do if they believe they might have obstructive sleep apnea?	"[""you could bring up the possibility of home sleep apnea testing at your next doctor's appointment.""]"	190
how does material composition impact loft?	['material composition can also impact loft since some materials sink more considerably than others.']	191
what is the most common symptom of osa?	['chronic snoring']	192
what can daylight saving time change?	['how our bodies use, interpret, and adjust to light.']	193
what indicates a baby is ready to start sleep training?	['if your baby starts to fall asleep on their own at night']	194
what is irregular sleep-wake rhythm disorder characterized by?	['fragmented sleep patterns that do not follow a normal 24-hour day-night cycle']	195
what are the benefits of nepap devices?	['reduced apnea events, better quality of life, and reduced snoring']	196
how can a doctor help improve nrem sleep?	['may be able to identify an underlying sleep disorder that could be interfering with nrem sleep']	197
what is getting sufficient undisturbed sleep critical for?	['feeling good and performing well']	198
what are sleep terrors sometimes called?	['night terrors']	199
